KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
Eden_HematiteOreinfo,An iron oxide ore commonly found in Hematite asteroids.\n\nCertain individuals and mining corporations may be interested in this but it's not used in any known constructor recipes or commonly traded for.\n\nCan be packaged into an Ore Shipment in the Decoration tab of your constructor for use in mining missions.\n\nUsed in Tier 1 mining missions.,,"Un minerai d'oxyde de fer que l'on trouve généralement dans les astéroïdes hématites.\n\nCertaines personnes et sociétés minières peuvent être intéressées par ce minerai, mais il n'est utilisé dans aucune recette de construction connue et ne fait l'objet d'aucun commerce.\n\nIl peut être conditionné dans une cargaison de minerai dans l'onglet Décoration de votre constructeur pour être utilisé dans les missions minières.\n\n Utilisé dans les missions minières de niveau 1.",,,,,,,,,,,,,,
Eden_HematiteShipment,Hematite Ore Shipment,,Cargaison de minerai d'hématite,,,,,,,,,,,,,,
Eden_HematiteShipmentinfo,A shipment of packaged Hematite Ore.\nCertain individuals in mining sites may be interested in this. Must be in your personal inventory to turn in.\nUsed in T1 Mining Missions.,,Une cargaison de minerai d'hématite conditionné. Certaines personnes dans les sites miniers peuvent être intéressées par ça. Doit figurer dans votre inventaire personnel pour être rendu.\nUtilisé dans les missions minières T1.,,,,,,,,,,,,,,
Eden_IlmeniteOre,Ilmenite Ore,,Minerai d'ilménite,,,,,,,,,,,,,,
Eden_IlmeniteOreinfo,An iron-titanium oxide.\n\nCertain individuals and mining corporations may be interested in this but it's not used in any known constructor recipes or commonly traded for.\n\nCan be packaged into an Ore Shipment in the Decoration tab of your constructor for use in mining missions.\n\nUsed in Tier 2 mining missions.,,"Un oxyde de fer-titane.\n\nCertaines personnes et sociétés minières peuvent s'y intéresser, mais il n'est utilisé dans aucune recette de construction connue et ne fait l'objet d'aucun commerce.\n\nIl peut être conditionné dans une cargaison de minerai dans l'onglet Décoration de votre constructeur pour être utilisé dans les missions minières.\n\nUtilisé dans les missions minières de niveau 2.",,,,,,,,,,,,,,
Eden_IlmeniteShipment,Ilmenite Ore Shipment,,Cargaison de minerai d'ilménite,,,,,,,,,,,,,,
Eden_IlmeniteShipmentinfo,A shipment of packaged Ilmenite Ore.\nCertain individuals in mining sites may be interested in this. Must be in your personal inventory to turn in.\nUsed in T2 Mining Missions.,,Une cargaison de minerai d'ilménite conditionnée.\nCertaines personnes dans les sites miniers peuvent être intéressées par cela. Doit figurer dans votre inventaire personnel pour être rendu. Utilisé dans les missions minières T2.,,,,,,,,,,,,,,
Eden_PyrolusiteOre,Pyrolusite Ore,,Minerai de pyrolusite,,,,,,,,,,,,,,
Eden_PyrolusiteOreinfo,A mineral consisting of manganese dioxide.\n\nCertain individuals and mining corporations may be interested in this but it's not used in any known constructor recipes or commonly traded for.\n\nCan be packaged into an Ore Shipment in the Decoration tab of your constructor for use in mining missions.\n\nUsed in Tier 3 mining missions.,,"Un minéral composé de dioxyde de manganèse.\n\nCertains individus et sociétés minières peuvent s'y intéresser, mais il n'est utilisé dans aucune recette de construction connue et ne fait l'objet d'aucun commerce.\n\nIl peut être conditionné dans une cargaison de minerai dans l'onglet Décoration de votre constructeur pour être utilisé dans les missions minières.\n\n Utilisé dans les missions minières de niveau 3.",,,,,,,,,,,,,,
Eden_PyrolusiteShipment,Pyrolusite Ore Shipment,,Cargaison de minerai de pyrolusite,,,,,,,,,,,,,,
Eden_PyrolusiteShipmentinfo,A shipment of packaged Pyrolusite Ore.\nCertain individuals in mining sites may be interested in this. Must be in your personal inventory to turn in.\nUsed in T3 Mining Missions.,,Une cargaison de minerai de pyrolusite conditionnée. Certains individus dans les sites miniers pourraient être intéressés. Doit figurer dans votre inventaire personnel pour être rendu. Utilisé dans les missions minières T3.,,,,,,,,,,,,,,
Eden_ChromiteOre,Chromite Ore,,Minerai de chromite,,,,,,,,,,,,,,
Eden_ChromiteOreinfo,"An oxide mineral composed of chromium, iron, and oxygen.\n\nCertain individuals and mining corporations may be interested in this but it's not used in any known constructor recipes or commonly traded for.\n\nCan be packaged into an Ore Shipment in the Decoration tab of your constructor for use in mining missions.\n\nUsed in Tier 2 mining missions.",,"Un minéral oxydé composé de chrome, de fer et d'oxygène.\n\nCertains individus et sociétés minières peuvent s'y intéresser, mais il n'est utilisé dans aucune recette de construction connue et ne fait l'objet d'aucun commerce.\n\nIl peut être emballé dans une cargaison de minerai dans l'onglet Décoration de votre constructeur pour être utilisé dans les missions minières.\n\nUtilisé dans les missions minières de niveau 2.",,,,,,,,,,,,,,
Eden_ChromiteShipment,Chromite Ore Shipment,,Cargaison de minerai de chromite,,,,,,,,,,,,,,
Eden_ChromiteShipmentinfo,A shipment of packaged Chromite Ore.\nCertain individuals in mining sites may be interested in this. Must be in your personal inventory to turn in.\nUsed in T4 Mining Missions.,,Une cargaison de minerai de chromite conditionnée. Certaines personnes dans les sites miniers peuvent être intéressées par cela. Doit figurer dans votre inventaire personnel pour être rendu. Utilisé dans les missions minières T4.,,,,,,,,,,,,,,
Eden_PlasmaCoil,Plasma Coil,,Bobine à plasma,,,,,,,,,,,,,,
Eden_Electromagnet,Advanced Electromagnet,,Electro-aimant avancé,,,,,,,,,,,,,,
Eden_Electromagnetinfo,An advanced electromagnet used in the construction of railguns and other advanced devices.,,Un électro-aimant avancé utilisé dans la construction de railguns et autres dispositifs avancés.,,,,,,,,,,,,,,
Eden_GaussRail,Gauss Rail,,Canon magnétique,,,,,,,,,,,,,,
Eden_GaussRailinfo,A device for accelerating a projectile using electromagnetism.,,Un dispositif pour accélérer un projectile en utilisant l'électromagnétisme.,,,,,,,,,,,,,,
Eden_IndustrialFuel,Industrial Fuel,,Carburant industriel,,,,,,,,,,,,,,
Eden_IndustrialFuelinfo,A pack of fuel suitable for the operation of heavy industrial equipment.\nCannot be used in standard fuel tanks or devices.\n[c][FFFFFF]Unlocked via schematic.[-][/c],,Un pack de carburant adapté au fonctionnement des équipements industriels lourds.\nNe peut être utilisé dans les réservoirs ou les dispositifs de carburant standard.\n[c][FFFFFF]Déverrouillé via le schéma. [-][/c],,,,,,,,,,,,,,
Eden_Semiconductor,Semiconductor,,Semi-conducteurs,,,,,,,,,,,,,,
Eden_Semiconductorinfo,A component used in some advanced computers.,,Un composant utilisé dans certains ordinateurs avancés.,,,,,,,,,,,,,,
Eden_ComputerT2,Quantum Computer,,Ordinateur quantique,,,,,,,,,,,,,,
Eden_ComputerT2info,An extremely advanced computer used in some advanced devices.,,Un ordinateur extrêmement avancé utilisé dans certains dispositifs avancés.,,,,,,,,,,,,,,
Eden_IceDense,Dense Ice,,Glace dense,,,,,,,,,,,,,,
Eden_IceDenseinfo,Can be broken down into several crafting and trading components in a deconstructor. Also yields Deuterium.,,Peut être décomposé en plusieurs composants d'artisanat et de commerce dans un déconstructeur. Produit également du deutérium.,,,,,,,,,,,,,,
Eden_IceRich,Rich Ice,,Glace riche,,,,,,,,,,,,,,
Eden_IceRichinfo,Can be broken down into several crafting and trading components in a deconstructor. Also yields Deuterium.,,Peut être décomposé en plusieurs composants d'artisanat et de commerce dans un déconstructeur. Produit également du deutérium.,,,,,,,,,,,,,,
Eden_IceTerrarite,Terrarite Ice,,Terrarite Ice,,,,,,,,,,,,,,
Eden_IceTerrariteinfo,Can be sold to the Trader Guild at their Distribution Headquarters.,,Peut être vendu à la guilde des commerçants dans leur siège de distribution (Distribution Headquarters).,,,,,,,,,,,,,,
Eden_IceNitronite,Nitronite Ice,,Glace de nitronite,,,,,,,,,,,,,,
Eden_IceNitroniteinfo,Can be sold to Polaris at their Distribution Centers.,,Peut être vendu à Polaris dans leurs centres de distribution (Distribution Centers).,,,,,,,,,,,,,,
Eden_IceCerulianDust,Cerulian Dust Ice,,Poussière de glace de Cerulian,,,,,,,,,,,,,,
Eden_IceCerulianDustinfo,Can be sold to Pirates at their Distribution Centers.,,Peut être vendu à Pirates dans leurs centres de distribution (Distribution Centers).,,,,,,,,,,,,,,
Eden_IceFerrite,Ferrite Ice,,Glace de ferrite,,,,,,,,,,,,,,
Eden_IceFerriteinfo,Can be sold to Zirax Empire at their Distribution Centers.,,Peut être vendu à l'Empire Zirax dans leurs centres de distribution (Distribution Centers).,,,,,,,,,,,,,,
Eden_IceHydronite,Hydronite Ice,,Glace d'hydronite,,,,,,,,,,,,,,
Eden_IceHydroniteinfo,Can be sold to the Free Colonists at their Distribution Centers.,,Peut être vendu aux colons libres dans leurs centres de distribution (Distribution Centers).,,,,,,,,,,,,,,
Eden_Deuterium,Deuterium,,Deutérium,,,,,,,,,,,,,,
Eden_Deuteriuminfo,Can be sold to traders or used in crafting.,,Peut être vendu aux commerçants ou utilisé pour l'artisanat.,,,,,,,,,,,,,,
Eden_DeuteriumFuel,Deuterium Fuel Cell,,Pile à combustible au deutérium,,,,,,,,,,,,,,
Eden_DeuteriumFuelinfo,Used to power and cool specialized mining equipment.,,Utilisé pour alimenter et refroidir les équipements miniers spécialisés.,,,,,,,,,,,,,,
Eden_IceHeavy,Compressed Ice,,Glace comprimée,,,,,,,,,,,,,,
Eden_IceHeavyinfo,Can be processed in a deconstructor.,,Peut être traité dans un déconstructeur.,,,,,,,,,,,,,,
Eden_OreDenseT1,Neutronium Ore,,Minerai de neutronium,,,,,,,,,,,,,,
Eden_OreDenseT1info,Break down in a deconstructor.,,Décomposer dans un déconstructeur.,,,,,,,,,,,,,,
Eden_OreDenseT1Ingot,Neutronium Powder,,Poudre de neutronium,,,,,,,,,,,,,,
Eden_OreDenseT1Ingotinfo,Used to construct advanced equipment or trading goods.,,Utilisé pour construire des équipements avancés ou des biens commerciaux.,,,,,,,,,,,,,,
Eden_OreDenseT2,Irtite Ore,,Minerai d'irtite,,,,,,,,,,,,,,
Eden_OreDenseT2info,Break down in a deconstructor.,,Décomposer dans un déconstructeur.,,,,,,,,,,,,,,
Eden_OreDenseT2Ingot,Irtite Powder,,Poudre d'Irtite,,,,,,,,,,,,,,
Eden_OreDenseT2Ingotinfo,,,,,,,,,,,,,,,,,
Eden_OreDenseT3,Protonium Ore,,Minerai de protonium,,,,,,,,,,,,,,
Eden_OreDenseT3info,Break down in a deconstructor.,,Décomposer dans un déconstructeur.,,,,,,,,,,,,,,
Eden_OreDenseT3Ingot,Protonium Powder,,Poudre de protonium,,,,,,,,,,,,,,
Eden_OreDenseT3Ingotinfo,,,,,,,,,,,,,,,,,
Eden_OreDenseT4,Dronite Ore,,Minerai de dronite,,,,,,,,,,,,,,
Eden_OreDenseT4info,Break down in a deconstructor.,,Décomposer dans un déconstructeur.,,,,,,,,,,,,,,
Eden_OreDenseT4Ingot,Dronite Powder,,Poudre de dronite,,,,,,,,,,,,,,
Eden_OreDenseT4Ingotinfo,,,,,,,,,,,,,,,,,
Eden_OreDenseT5,Legacite Ore,,Minerai de légacite,,,,,,,,,,,,,,
Eden_OreDenseT5info,Break down in a deconstructor.,,Décomposer dans un déconstructeur.,,,,,,,,,,,,,,
Eden_OreDenseT5Ingot,Legacite Powder,,Poudre de légacite,,,,,,,,,,,,,,
Eden_OreDenseT5Ingotinfo,,,,,,,,,,,,,,,,,
Eden_AdvManufacturing,Advanced Manufacturing Goods.,,Biens manufacturés avancés.,,,,,,,,,,,,,,
Eden_AdvManufacturinginfo,Sell at a faction's Distribution Headquarters or Distribution Center.,,Vendre au siège ou au centre de distribution d'une faction.,,,,,,,,,,,,,,
Eden_AdvCargo,Advanced Cargo Goods,,Produits de fret avancés,,,,,,,,,,,,,,
Eden_AdvColony,Advanced Colonization Goods,,Marchandises avancées de colonisation,,,,,,,,,,,,,,
Eden_AdvStealth,Advanced Steath Tech Goods,,Marchandises de technologie avancée Steath,,,,,,,,,,,,,,
Eden_AdvWeapons,Advanced Weapons Goods,,Marchandises d'armes avancées,,,,,,,,,,,,,,
HWSFishRod,Talon Fishing Rod,,Canne à pêche Talon,,,,,,,,,,,,,,
HWSFishRodinfo,Used to fish at Talon Fishing Cutters.,,Utilisé pour pêcher au Talon Fishing Cutters.,,,,,,,,,,,,,,
HWSFishBait,Talon Fishing Bait,,Appâts de pêche Talon,,,,,,,,,,,,,,
HWSFishBaitinfo,Used to fish at Talon Fishing Cutters.,,J'avais l'habitude de pêcher chez Talon Fishing Cutters.,,,,,,,,,,,,,,
HWSFish,Akua Fish,,Poisson Akua,,,,,,,,,,,,,,
HWSFishinfo,Do not eat.,,Ne pas manger.,,,,,,,,,,,,,,
Eden_FishJerky,Akua Fish Jerky,,Jerky de poisson Akua,,,,,,,,,,,,,,
Eden_FishJerkyinfo,Tasty and long lasting.,,Savoureux et durable.,,,,,,,,,,,,,,
Eden_ModularPulseLaserLensSmall,Small Advanced Focusing Lens,,Petite lentille de mise au point avancée,,,,,,,,,,,,,,
Eden_ModularPulseLaserLensSmallinfo,A small focusing lens for manufacturing advanced lasers.,,Une petite lentille de focalisation pour la fabrication de lasers avancés,,,,,,,,,,,,,,
Eden_ModularPulseLaserLensLarge,Large Advanced Focusing Lens,,Grande lentille de mise au point avancée,,,,,,,,,,,,,,
Eden_ModularPulseLaserLensLargeinfo,A large focusing lens for manufacturing advanced lasers.,,Une grande lentille de focalisation pour la fabrication de lasers avancés,,,,,,,,,,,,,,
Eden_DiamondCut,Industrial Cut Diamond,,Diamant de taille industrielle,,,,,,,,,,,,,,
Eden_DiamondCutinfo,A diamond that has been perfectly cut in an advanced constructor. The process is time intensive.,,Un diamant qui a été parfaitement taillé dans un constructeur avancé. Le processus prend du temps.,,,,,,,,,,,,,,
Eden_PowerRegulator,Advanced Power Regulator,,Régulateur de puissance avancé,,,,,,,,,,,,,,
Eden_PowerRegulatorinfo,A device used for regulating the flow of energy.,,Un dispositif utilisé pour réguler le flux d'énergie.,,,,,,,,,,,,,,
Eden_ProbeSystemT1,Basic System Survey Probe,,Sonde d'étude basique de système,,,,,,,,,,,,,,
Eden_ProbeSystemT1info,A survey probe containing basic scanning equipment and radio transmitters.\nUsed only for missions or can be sold to UCH Research Vessels.\nOne use only.,,Une sonde d'exploration contenant un équipement de balayage de base et des émetteurs radio.\nUtilisée uniquement pour les missions ou pouvant être vendue aux navires de recherche de l'UCH.\nÀ usage unique.,,,,,,,,,,,,,,
Eden_ProbeSystemT2,Standard System Survey Probe,,Sonde d'étude standard de système,,,,,,,,,,,,,,
Eden_ProbeSystemT2info,A survey probe containing scientific instruments and long range radio transmitters.\nUsed only for missions or can be sold to UCH Research Vessels.\nOne use only.,,Une sonde d'exploration contenant des instruments scientifiques et des émetteurs radio longue portée.\nUtilisée uniquement pour les missions ou pouvant être vendue aux navires de recherche de l'UCH.\nUn usage unique.,,,,,,,,,,,,,,
Eden_ProbeSystemT3,Advanced System Survey Probe,,Sonde d'étude avancée de système,,,,,,,,,,,,,,
Eden_ProbeSystemT3info,A survey probe containing advanced sensors and subspace transmitters.\nUsed only for missions or can be sold to UCH Research Vessels.\nOne use only.,,Une sonde d'exploration contenant des capteurs avancés et des émetteurs subspatiaux.\nUtilisée uniquement pour les missions ou pouvant être vendue aux vaisseaux de recherche de l'UCH.\nÀ usage unique.,,,,,,,,,,,,,,
Eden_ProbeSystemT4,High-Tech System Survey Probe,,Sonde d'étude high-tech de système,,,,,,,,,,,,,,
Eden_ProbeSystemT4info,A survey probe containing highly sophisticated scientific instruments and long range subspace antenna.\nUsed only for missions or can be sold to UCH Research Vessels.\nOne use only.,,Une sonde d'étude contenant des instruments scientifiques hautement sophistiqués et une antenne subspatiale à longue portée.\nUtilisée uniquement pour les missions ou pouvant être vendue aux vaisseaux de recherche de l'UCH.\nUn usage unique.,,,,,,,,,,,,,,
Eden_RepairKitLifeSupport,Life Support Repair Kit,,Kit de réparation des systèmes de survie,,,,,,,,,,,,,,
Eden_RepairKitLifeSupportinfo,A kit containing everything needed for a damaged ship to repair vital systems. \nOne use only.\n\nTurn in to captains of damaged vessels or sell to traders.,,Un kit contenant tout ce dont un navire endommagé a besoin pour réparer ses systèmes vitaux. \nÀ usage unique.\n\nÀ remettre aux capitaines des navires endommagés ou à vendre aux commerçants.,,,,,,,,,,,,,,
Eden_RepairKitPropulsion,Propulsion Repair Kit,,Kit de réparation de la propulsion,,,,,,,,,,,,,,
Eden_RepairKitWarp,Warp Drive Repair Kit,,Kit de réparation du moteur de distorsion,,,,,,,,,,,,,,
Eden_RepairKitSensors,Sensors Repair Kit,,Kit de réparation des capteurs,,,,,,,,,,,,,,
Eden_RepairKitWeapons,Weapon Repair Kit,,Kit de réparation d'armes,,,,,,,,,,,,,,
Eden_TradeColT1,Small Sealed Package [c][4CA5FF](Colonists)[-][/c],,Petit paquet scellé [c][4CA5FF](Colonistes)[-][/c],,,,,,,,,,,,,,
Eden_TradeColT1info,[c][FFFFFF][b]Faction:[-][/c][/b] [c][4CA5FF]Colonists[-][/c]\n[c][FFFFFF][b]Required reputation:[-][/c][/b] Neutral\n[c][FFFFFF][b]Destination:[-][/c][/b] Distribution Center\n[c][FFFFFF][b]Collateral:[-][/c][/b] 5000\n[c][FFFFFF][b]Payment:[-][/c][/b] 10% of collateral\n\nA sealed container marked for delivery to a specific recipient. Purchase this item for its collateral and then deliver to a distribution center in a trading station sector in the recipient faction's territory for a return of your collateral plus an additional payment.\n\nUse your connected toolbar to buy or sell this package.,,"[c][FFFFFF][b]Faction:[-][/c][/b] [c][4CA5FF]Colonistes[-][/c]\n[c][FFFFFF][b]Réputation requise:[-][/c][/b] Neutre\n[c][FFFFFF][b]Destination:[-][/c][/b] Centre de distribution [c][FFFFFF][b]Garantie:[-][/c][/b] 5000\n[c][FFFFFF][b]Paiement:[-][/c][/b] 10% de la garantie\n\nUn conteneur scellé marqué pour être livré à un destinataire spécifique. Achetez cet objet pour sa garantie, puis livrez-le à un centre de distribution dans un secteur de station commerciale sur le territoire de la faction destinataire pour obtenir le retour de votre garantie plus un paiement supplémentaire.\n\nUtilisez votre barre d'outils connectée pour acheter ou vendre ce paquet.",,,,,,,,,,,,,,
Eden_TradeColT2,Medium Sealed Package [c][4CA5FF](Colonists)[-][/c],,Paquet scellé moyen [c][4CA5FF](Colonistes)[-][/c],,,,,,,,,,,,,,
